Country code,Country,Category,Demographic Group,Rank,Time Spent/User,Formatted,TIme spent change (%)
MEX,Mexico,Sports,Male (18+),3,1.43x,1.43,0.43
MEX,Mexico,Games / Strategy,Male (18+),4,1.39x,1.39,0.39
MEX,Mexico,News,Male (18+),9,1.16x,1.16,0.16
MEX,Mexico,Finance,Male (18+),10,1.13x,1.13,0.13
MEX,Mexico,Business,Male (18+),14,1.08x,1.08,0.08
MEX,Mexico,Productivity,Male (18+),15,1.08x,1.08,0.08
MEX,Mexico,Food & Drink,Male (18+),16,1.07x,1.07,0.07
MEX,Mexico,Music,Male (18+),18,1.04x,1.04,0.04
MEX,Mexico,Health & Fitness,Male (18+),20,1.03x,1.03,0.03
MEX,Mexico,Utilities,Male (18+),21,1.00x,1.00,0
MEX,Mexico,Social Media,Male (18+),22,0.98x,0.98,-0.02
MEX,Mexico,Education,Male (18+),23,0.96x,0.96,-0.04
MEX,Mexico,Shopping,Male (18+),26,0.91x,0.91,-0.09
MEX,Mexico,Weather,Male (18+),29,0.87x,0.87,-0.13
MEX,Mexico,Travel,Male (18+),30,0.83x,0.83,-0.17
MEX,Mexico,Entertainment,Male (18+),31,0.82x,0.82,-0.18
MEX,Mexico,Games / Puzzle,Male (18+),32,0.74x,0.74,-0.26
MEX,Mexico,Graphics & Design,Male (18+),34,0.73x,0.73,-0.27
MEX,Mexico,Graphics & Design,Female (18+),3,1.67x,1.67,0.67
MEX,Mexico,Games / Puzzle,Female (18+),4,1.57x,1.57,0.57
MEX,Mexico,Entertainment,Female (18+),5,1.45x,1.45,0.45
MEX,Mexico,Weather,Female (18+),10,1.24x,1.24,0.24
MEX,Mexico,Shopping,Female (18+),11,1.24x,1.24,0.24
MEX,Mexico,Education,Female (18+),12,1.15x,1.15,0.15
MEX,Mexico,Social Media,Female (18+),13,1.15x,1.15,0.15
MEX,Mexico,Utilities,Female (18+),14,1.08x,1.08,0.08
MEX,Mexico,Music,Female (18+),16,1.02x,1.02,0.02
MEX,Mexico,Health & Fitness,Female (18+),17,0.99x,0.99,-0.01
MEX,Mexico,Productivity,Female (18+),18,0.95x,0.95,-0.05
MEX,Mexico,Business,Female (18+),22,0.92x,0.92,-0.08
MEX,Mexico,Food & Drink,Female (18+),25,0.90x,0.90,-0.1
MEX,Mexico,Finance,Female (18+),26,0.78x,0.78,-0.22
MEX,Mexico,News,Female (18+),27,0.74x,0.74,-0.26
MEX,Mexico,Travel,Female (18+),28,0.71x,0.71,-0.29
MEX,Mexico,Games / Strategy,Female (18+),33,0.34x,0.34,-0.66
MEX,Mexico,Games / Casino,Female (18+),34,0.24x,0.24,-0.76
MEX,Mexico,Sports,Female (18+),36,0.23x,0.23,-0.77
IND,India,Sports,Male (18+),1,1.28x,1.28,0.28
IND,India,Games / Strategy,Male (18+),3,1.23x,1.23,0.23
IND,India,Finance,Male (18+),5,1.20x,1.20,0.2
IND,India,News,Male (18+),6,1.19x,1.19,0.19
IND,India,Travel,Male (18+),7,1.16x,1.16,0.16
IND,India,Games / Casino,Male (18+),10,1.11x,1.11,0.11
IND,India,Weather,Male (18+),11,1.09x,1.09,0.09
IND,India,Business,Male (18+),14,1.06x,1.06,0.06
IND,India,Entertainment,Male (18+),15,1.04x,1.04,0.04
IND,India,Productivity,Male (18+),17,1.03x,1.03,0.03
IND,India,Education,Male (18+),18,1.01x,1.01,0.01
IND,India,Health & Fitness,Male (18+),20,1.00x,1.00,0
IND,India,Social Media,Male (18+),23,0.97x,0.97,-0.03
IND,India,Utilities,Male (18+),24,0.96x,0.96,-0.04
IND,India,Food & Drink,Male (18+),25,0.95x,0.95,-0.05
IND,India,Music,Male (18+),26,0.94x,0.94,-0.06
IND,India,Graphics & Design,Male (18+),28,0.89x,0.89,-0.11
IND,India,Shopping,Male (18+),32,0.84x,0.84,-0.16
IND,India,Games / Puzzle,Male (18+),33,0.79x,0.79,-0.21
IND,India,Games / Puzzle,Female (18+),4,1.63x,1.63,0.63
IND,India,Shopping,Female (18+),5,1.50x,1.50,0.5
IND,India,Graphics & Design,Female (18+),9,1.35x,1.35,0.35
IND,India,Music,Female (18+),11,1.22x,1.22,0.22
IND,India,Food & Drink,Female (18+),12,1.15x,1.15,0.15
IND,India,Utilities,Female (18+),13,1.13x,1.13,0.13
IND,India,Social Media,Female (18+),14,1.11x,1.11,0.11
IND,India,Education,Female (18+),17,1.04x,1.04,0.04
IND,India,Health & Fitness,Female (18+),18,1.03x,1.03,0.03
IND,India,Productivity,Female (18+),20,0.93x,0.93,-0.07
IND,India,Entertainment,Female (18+),21,0.91x,0.91,-0.09
IND,India,Business,Female (18+),24,0.77x,0.77,-0.23
IND,India,Weather,Female (18+),26,0.63x,0.63,-0.37
IND,India,Travel,Female (18+),29,0.50x,0.50,-0.5
IND,India,News,Female (18+),30,0.38x,0.38,-0.62
IND,India,Finance,Female (18+),31,0.37x,0.37,-0.63
IND,India,Games / Strategy,Female (18+),33,0.29x,0.29,-0.71
IND,India,Games / Casino,Female (18+),35,0.18x,0.18,-0.82
IND,India,Sports,Female (18+),36,0.14x,0.14,-0.86
